seed,method,lambda,node_id,capacity_dual
2,LP,0.4444444444444444,49,0.0
2,LP,0.4444444444444444,50,0.0
2,LP,0.4444444444444444,51,0.0
2,LP,0.4444444444444444,52,0.0
2,LP,0.4444444444444444,53,0.0
2,LP,0.6666666666666666,0,0.0
2,LP,0.6666666666666666,1,0.0
2,LP,0.6666666666666666,2,0.0
2,LP,0.6666666666666666,3,0.0
2,LP,0.6666666666666666,4,0.0
2,LP,0.6666666666666666,5,0.00033288801268337425
2,LP,0.6666666666666666,6,0.0
2,LP,0.6666666666666666,7,0.0
2,LP,0.6666666666666666,8,0.00490126915604941
2,LP,0.6666666666666666,9,0.0
